BibliographicReference;ReferenceYear;ReferenceID
Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 4: Issues and Invasions in the Americas and the Caribbean. Wiley. 384pp;2021;REF839
Purcell, M. et al. (2019). Exploration for candidate biological control agents of the submerged aquatic weed Hydrilla verticillata, in Asia and Australia 1996-2013. BioControl. 64: 233-247;2019;REF840
Qi, M. et al. (2014). Taxonomic Review on the Genus Sciota (Lepidoptera, Pyralidae, Phycitinae) in Northeast China. Animal Systematics, Evolution and Diversity. 30(2): 59-64;2014;REF841
Quacchia, A. et al. (2008). Can the Geranium Bronze, Cacyreus marshalli, become a threat for European biodiversity? Biodiversity and Conservation. 17: 1429-1437;2008;REF842
Queiroz-Santos, L. et al. (2018). Morphological Characterization of Helicoverpa armigera (Hobner) (Lepidoptera: Noctuidae: Heliothinae). Neotropical Entomology. 47: 517-542;2018;REF843
Rafi, M. et al. (2014). The Hawkmoth Fauna of Pakistan (Lepidoptera: Sphingidae). Zootaxa. 3794(3): 393-418;2014;REF844
Raineri, V. et al. (2017). Cydalima perspectalis (Walker, 1859) (Lepidoptera, Crambidae) and the threats for the Nature 2000 habitat 5110 in Liguria (NW Italy). Bollettino dei Musei e Degli Istituti Biologici della Universita di Genova. 79: 215-236;2017;REF845
Ramadan, M. et al. (2023). Double impact of a weed biocontrol agent in Hawaii: Secusio extensa (Lepidoptera: Erebidae) releases for fireweed Senecio madagascariensis outspreads naturally to Cape ivy Delairea odorata. Conference: XVI International Symposium on Biological Control of Weeds May 7-12 2023 Puerto Iguazu, Argentina;2023;REF846
Ramadan, M. et al. (2023). Insect and weed biological control in Hawaii: Recent case studies and trends. Biological Control. 179: 105170;2023;REF847
Raman, A. et al. (2006). Induced-defense responses in the leaves of Chromolaena odorata consequent to infestation by Pareuchaetes pseudoinsulata (Lepidoptera: Arctiidae). Journal of Plant Diseases and Protection. 113(5): 234-239;2006;REF848
Ramchandra R., Cherian, M. (1944). The Fluted Scale, Icerya purchasi Mask., as a Pest of Wattle in South India, and its Control by the biological method. The Madras Agricultural Journal. 32(3-4): 92-102;1944;REF849
Ramos, J. (1946). The insects of Mona Island (West Indies). The Journal of Agriculture of the University of Puerto Rico. 30(1): 1-73;1946;REF850
Ramzan, M. et al. (2021). Biology of Fall Armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae) A New Alien Invasive Pest in Pakistan. Indian Journal of Pure Applied Bioscience. 9(4): 186-191;2021;REF851
Ramzan, M. et al. (2021). Distribution, biology and management strategies about a less studied insect pest (Trilocha varians) of Ficus: a review. Pakistan Journal of Agricultural Research. 34(3): 638-642;2021;REF852
Razowski, J. et al. (2008). The Tortricidae (Lepidoptera) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 115(1): 185;2008;REF853
Razowski, J., Brown, J. (2008). New species, new combinations, and new synonymies in Neotropical Episimus WALSINGHAM, 1892 (Lepidoptera: Tortricidae: Olethreutinae). Acta Zoologica Cracoviensia-Series B: Invertebrata. 51(1): 83-144;2008;REF854
Rea, N. (1998). Biological control: Premises, ecological input and Mimosa pigra in the wetlands of Australian Top End. Wetlands Ecology and Management. 5: 227-242;1998;REF855
Reimer, N. (2008). Field Release of Secusio extensa (Butler)(Lepidoptera: Arctiidae), for Biological Control of Fireweed, Senecio madagascariensis Poiret (Asterales: Asteraceae), in Hawaii. Draft Environmental Assessment. Attachment 4;2008;REF856
Reinert, J. et al. (2010). Resistance among lantana cultivars to the lantana stick caterpillar, Neogalea sunia (Lepidoptera: Noctuidae). Southwestern Entomologist. 35(1): 51-58;2010;REF857
Reis Fo, W. et al. (1987). Population dynamics of Grapholita molesta, Busk, 1916, and its adaptation on apple in south Brazil. IISHS Acta Horticulturae. 232: 204-208;1987;REF858
Ren, J. et al. (2020). Preliminary Investigation Report on the Species of Fruit Borers in Orchards Along the Hexi Corridor in Gansu Province (_________________).;2020;REF859
Riaz, S. et al. (2020). Morphology, life cycle and management of two invasive subspecies of Papilio demoleus (Lepidoptera: Papilionidae): A review. Journal of Applied Entomology. 144: 845-856;2020;REF860
Ribeiro, L. et al. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira. 37(91): 409-411;2017;REF861
Richards, N. (2024). Acalyptris platani (Muller-Rutz, 1934)(Lep.: Nepticulidae) new to the British Isles. Entomologists Record and Journal of Variation. 136: 36-38;2024;REF862
Richardson, C. (1977). Notes on some insects intercepted entering New Zealand in 1975. New Zealand Entomologist. 6(3): 309-311;1977;REF863
Richter, I. (2018). New findings of the case-bearing moths (genus Coleophora Hubner, 1822) from the Balkan Peninsula with description of two new species (Lepidoptera, Coleophoridae). Microlepidoptera.hu. 13(1): 43-52;2018;REF864
Rindge, F. (1966). A revision of the moth genus Anacamptodes (Lepidoptera, Geometridae). Bulletin of the American Museum of Natural History. 132: 3;1966;REF865
Rittner, O. (2019). The first documented report of metalmark moths (Lepidoptera: Choreutidae) in Israel, with the first record of oriental Choreutis sexfasciella (Sauber) in the Palearctic. Israel Journal of Entomology. 49(1): 63-67;2019;REF866
Rittner, O. (2019). The first documented report of metalmark moths (Lepidoptera: Choreutidae) in Israel, with the first record of oriental Choreutis sexfasciella (Sauber) in the Palearctic. Israel Journal of Entomology. 49(1): 63-67.;2019;REF867
Riyaz, M., Ignacimuthu, S. (2024). Plusiinae of Kashmir: Taxonomy, distribution and new faunistic records (Lepidoptera: Noctuoidea). SHILAP Revista de lepidopterologia. 52(206): 375-383;2024;REF868
Roberts, L. (1979). Biology of Chrysodeixis eriosoma (Lepidoptera: Noctuidae) in New Zealand. New Zealand Entomologist. 7(1): 52-58;1979;REF869
Roberts, L. (1979). Insects from the Cavalli Islands. Tane. 25: 125-131;1979;REF870
Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990;REF871
Roble, S. (2018). First Virginia Records of Four Exotic Noctuoid Moths, with Additional Records for Two Other Introduced Species (Lepidoptera). Banisteria. 51: 42-51;2018;REF872
Rodriguez, A. et al. (2023). Capiitulo XIII Insectos asociados a los cultivares hibridos interespecificos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia;2023;REF873
Ronkay, L. et al. (2017). Xyleninae I. A Taxonomic Atlas of the Eurasian and North African Noctuoidea. Heterocera Press Ltd. Budapest, Hungary;2017;REF874
Roque Albelo, L. et al. (1997). Hemiargus ramon (Dognin, 1887) (Lycaenidae: Polyommatinae) A new resident butterfly of the Galapagos Islands. Noticias de Galapagos. 58: 29;1997;REF875
Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006;REF876
Roques, A. et al. (2020). Are invasive patterns of non-native insects related to woody plants differing between Europe and China?. Frontiers in Forests and Global Change, 2, 91.;2020;REF877
Rosenthal, S. et al. (1988). Biology of Tyta luctuosa [Lep.: Noctuidae] and its potential value as a biological control agent for the weed Convolvulus arvensis. Entomophaga. 33: 185-192;1988;REF878
Rothschild, W. (1912). New Syntomidae. Novitates Zoologicae - A Journal of Zoology in Connection with the Tring Museum. 19: 151-186;1912;REF879
Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020;REF880
Royer, J. (2009). Spread of red-banded mango caterpillar, Deanolis sublimbalis Snellen (Lepidoptera: Pyralidae), in Cape York Peninsula, Australia. The Australian Entomologist. 36(3): 119-130;2009;REF881
Rubinoff, D. et al. (2015). The Sleepy Orange transits the Pacific: a new butterfly species for Hawaii. News of The Lepidopterists Society. 57(2): 72-73;2015;REF882
Rudd, N., McEvoy, P. (1996). Local dispersal by the cinnabar moth Tyria jacobaeae. Ecological Applications. 6(1): 285-297;1996;REF883
Ryan, S. et al. (2019). Global invasion history of the agricultural pest butterfly Pieris rapae revealed with genomics and citizen science. PNAS. 116(40): 20015-20024;2019;REF884
Ryne, C., Bensch, S. (2008). Do anthropogenic transports facilitate stored-product pest moth dispersal? A molecular approach. Naturwissenschaften. 95: 155-159;2008;REF885
Sachanowicz, K. et al. (2016). State of Knowledge of Butterfly Fauna of Albania, with Three New Species for the Country. Acta Zoologica Bulgarica. 68(4): 511-518;2016;REF886
Safian, S. et al. (2023). First report of the palm borer moth, Paysandisia archon (Burmeister, 1879), in Hungary (Lepidoptera: Castniidae). Folia Entomologica Hungarica. 84: 137-143;2023;REF887
Safian, S., Horvath, B. (2011). Box Tree Moth - Cydalima perspectalis (Walker, 1859), new member in the Lepidoptera fauna of Hungary (Lepidoptera: Crambidae). Natura Somogyiensis. 19: 245-246;2011;REF888
Sagliocco, J., Coupland, J. (1995). Biology and host specificity of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae), a potential biological control agent of Marrubium vulgare (Lamiaceae) in Australia. Biocontrol Science and Technology. 5(4): 509-516;1995;REF889
Sagliocco, J., Weiss, J. (2004). Importation, establishment and preliminary impact assessment of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae) for the biological control of horehound in Australia. Fourteenth Australian Weeds Conference. 388-390;2004;REF890
Saidov, N. et al. (2018). First Report of Invasive South American Tomato Leaf Miner Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Tajikistan. Florida Entomologist. 101(1): 147-149;2018;REF891
Sajan, K., Sapkota, A. (2022). Additional distribution records of butterflies (Lepidoptera: Rhopalocera) with seven species new to Nepal. Biodiversitas. 23(5): 2711-2738;2022;REF892
Salem, S., Abdel-Moniem, H. (2015). Evaluation of non-traditional approaches for controlling tomato moth, Tuta absoluta Meyrick (Lepidoptera, Gelechiidae), a new invasive pest in Egypt. Archives of Phytopathology and Plant Protection. 48(4): 319-326;2015;REF893
Sammut, P., Mifsud, D. (2008). Phyllonorycter messaniella (Zeller, 1846), new record for the Maltese Islands (Lepidoptera: Gracillariidae). Bulletin of the Entomological Society of Malta. 1: 63-65.;2008;REF894
Sandoval, A. et al. (2019). Deteccion de Leucoptera sinuella (Reutti) (Lepidoptera: Lyonetiidae) en Chile, con la identificacion de algunos parasitoides asociados. Revista Chilena de Entomologia. 45: 65-77;2019;REF895
Sandvik, H. et al. (2019). Alien plants, animals, fungi and algae in Norway: an inventory of neobiota. Biological Invasions. 21: 2997-3012;2019;REF896
Santander, F. et al. (2020). Primer registro de Helicoperva titicacae (Hardwick)(Lepidoptera: Noctuidae) en Chile. Revista Chilena de Entomologia. 46(1): 121-124;2020;REF897
Sarazu-Pillado, R. et al. (2020). Primer Reporte del Gusano Telaranero en Ajonjoli en el Norte de Sinaloa, Mexico. Southwestern Entomologist. 45(2): 575-578;2020;REF898
Sarazu-Pillado, R. et al. (2024). Parasitoid wasps associated with Antigastra catalaunalis (Lepidoptera, Crambidae) in Northern Sinaloa, Mexico. Journal of Hymenoptera Research. 97: 741-754;2024;REF899
Sarmiento-Cordero, M., Contreras-Ramos, A. (2013). Phenology of Copaxa lavendera (Westwood)(Lepidoptera, Saturniidae) from Sierra de Las Navajas, Hidalgo, Mexico. The Pan-Pacific Entomologist. 88(4): 399-406;2013;REF900
Sartiami, D. et al. (2020). First record of fall armyworm (Spodoptera frugiperda) in Indonesia and its occurence in three provinces. IOP Conf. Series: Earth and Environmental Science. 468: 012021;2020;REF901
Sauby, K. et al. (2012). The Role of Host Identity in Determining the Distribution of the Invasive Moth Cactoblastis cactorum (Lepidoptera: Pyralidae) in Florida. Florida Entomologist. 95(3): 561-568;2012;REF902
Saulich, A. et al. (2017). Seasonal cycles of noctuid moths of the subfamily Plusiinae (Lepidoptera, Noctuidae) of the Palaearctic: diversity and environmental control. Entomological Review, 97(2), 143-157;2017;REF903
Savela, M. (2024). Lepidoptera and some other life forms. Available at: https://ftp.funet.fi/index/Tree_of_life/intro.html;2024;REF904
Scaccini, D. et al. (2023). First report of Garella musculana (Erschov, 1874) (Lepidoptera: Nolidae) in Italy with insights into its identity. Journal of Applied Entomology. 147: 239-243;2023;REF905
Scalercio, S. (2016). Contributo alla conoscenza dei microlepidotteri del Parco nazionale dell’Arcipelago Toscano (Lepidoptera). Rivista del Museo Civico di Scienze naturali “E. Caffi”, Bergamo, 29, 105-122.;2016;REF906
Scalercio, S. (2016). Interessanti novita faunistiche sui Pyraloidea dell Italia meridionale, con particolare riferimento agli ambienti forestali (Lepidoptera: Pyralidae, Crambidae). SHILAP Revista de Lepidopterologia. 44(175): 433-442;2016;REF907
Schultz, P. et al. (2006). Biology and Distribution of Pryeria sinica, a New Pest of Euonymus Found in Virginia and Maryland. Plant Health Progress. 7(1): 49;2006;REF908
Scott, J. (1986). Distribution of Caribbean Butterflies. Papilio. 3: 1-26;1986;REF909
Secretary of Agriculture of United States of America (2018). Erradication of Pinkball Moth - A Procalmation;2018;REF910
Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;2003;REF911
Seifert, R. (1974). The Sphingidae of Turrialba, Costa Rica. Journal of the New York Entomological Society. 82: 45-56;1974;REF912
Sekimura, T. et al. (2014). A model for population dynamics of the mimetic butterfly Papilio polytes in the Sakishima Islands, Japan. Journal of Theoretical Biology. 361: 133-140;2014;REF913
Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52;2018;REF914
Seplyarsky, V. et al. (2010). Tuta absoluta Povolny (Lepidoptera: Gelechiidae), a new invasive species in Israel. Phytoparasitica. 38: 445-446;2010;REF915
Setamou, M. et al. (1999). Bionomics of Mussidia nigrivenella (Lepidoptera: Pyralidae) on three host plants. Bulletin of Entomological Research. 89(5): 465-471;1999;REF916
Seven, S. (2006). Lyonetiidae of Turkey with notes on their distribution and zoogeography (Lepidoptera). Zootaxa. 1245(1): 53-58;2006;REF917
Seven, S., Ozdemir, M. (2007). The genus Dichelia Guenee, 1845 (Lepidoptera: Tortricidae) in Turkey. Acta Entomologica Slovenica. 15(2): 185-190;2007;REF918
Shanower, T. et al. (1993). Biology and control of the groundnut leafminer, Aproaerema modicella (Deventer)(Lepidoptera: Gelechiidae). Crop Protection. 12(1): 3-10;1993;REF919
Sharanabasappa, S. et al. (2018). First report of the fall armyworm, Spodoptera frugiperda (JE Smith)(Lepidoptera: Noctuidae), an alien invasive pest on maize in India. Pest Management in Horticultural Ecosystems. 24(1): 23-29;2018;REF920
Shaw, T. et al. (2021). Seasonal flight patterns of Chrysodeixis includens (Lepidoptera: Noctuidae) in the Florida panhandle and inventory of plusiine species cross-attracted to synthetic pheromone. Journal of Economic Entomology. 114(6): 2315-2325;2021;REF921
Shibasaki, H. et al. (2013). Identification of the sex pheromone secreted by a nettle moth, Monema flavescens, using gas chromatography/Fourier transform infrared spectroscopy. Journal of Chemical Ecology. 39: 350-357;2013;REF922
Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003;REF923
Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393-425;1997;REF924
Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025;REF925
Silva, N. et al. (2014). Larval biology of anthophagous Eumaeini (Lepidoptera: Lycaenidae, Theclinae) in the Cerrado of central Brazil. Journal of Insect Science. 14(184): 1-17;2014;REF926
Simmonds, F., Bennett, F. (1966). Biological control of Opuntia spp. by Cactoblastis cactorum in the Leeward Islands (West Indies). Entomophaga. 11: 183-189;1966;REF927
Simonsen, T. et al. (2009). Melitara Walker (Pyralidae) in western Canada: The documentation of M. subumbrella (Dyar) in the Prairie Provinces demonstrates the value of regional collections and species lists. Journal of the Lepidopteris Society. 63: 31-36;2009;REF928
Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022;REF929
Sims, I. et al. (2023). The genome sequence of the Single-dotted Wave, Idaea dimidiata (Hufnagel, 1767). Wellcome Open Research. 8: 557;2023;REF930
Sinclair, E. (1975). A life system study of Cryptophlebia ombrodelta (Lower)(Lepidoptera: Tortricidae) in southeast Queensland. [Doctoral Dissertation, University of Queensland];1975;REF931
Singh, N. et al. (2019). New distributional records of Eudocima Billberg, 1820 (Lepidoptera: Erebidae: Calpinae) from Gangetic Plains (India). Records of the Zoological Survey of India. 119(3): 238-245;2019;REF932
Sivasankaran, K. et al. (2010). A survey of Euteliinae (Lepidoptera: Noctuidae) of Nilgiris, Tamil Nadu, India. Entomon. 35(3): 175-182;2010;REF933
Smith, K. (1956). The occurrence and distribution of Aphomia gularis (Zell.)(Lep., Galleriidae), a pest of stored products. Bulletin of Entomological Research. 47(4): 655-667;1956;REF934
Smith, P. et al. (2022). An annotated catalogue of the Paraguayan Sphingidae (Lepidoptera). Journal of Insect Biodiversity. 31(2): 36-81;2022;REF935
Smith, R. et al. (2007). Recent non-native invertebrate plant pest establishments in Great Britain: origins, pathways, and trends. Agricultural and Forest Entomology. 9(4): 307-326;2007;REF936
Smithers, C. (1998). A species list and bibliography of the insects recorded from Norfolk Island. Technical Reports of the Australian Museum. 13: 1-55;1998;REF937
Sohn, J. (2015). A Catalogue of the Type Specimens of Yponomeutoidea (Lepidoptera) in the Museum of Comparative Zoology with Revised Status of Pluteloptera ochrella. Breviora. 542(1): 1-19;2015;REF938
Sohn, J. et al. (2005). A new record of Ischyja manlia (Cramer)(Lepidoptera: Noctuidae: Catocalinae) from Korea. Entomological Research. 35(2): 107-110;2005;REF939
Sohn, J. et al. (2015). Seven species of Olethreutinae (Lepidoptera: Tortricidae) new to Korea. Journal of Asia-Pacific Biodiversity. 8(2): 133-138;2015;REF940
Solis, M. (1986). A new species of Epidromia (Noctuidae) from Florida. Journal of the Lepidopterists Society. 40(1): 8-19;1986;REF941
Solis, M. (2008). New sightings of Glyphodes onychinalis (Guenee)(Pyraloidea: Crambidae: Spilomelinae), a recent arrival to the United States with a description of the larva reared on oleander (Nerium sp.) in California. News of the Lepidopterists Society. 50(3): 79-80;2008;REF942
Solis, M. et al. (2004). Species of Lygomusotima new genus and Neomusotima Yoshiyasu (Lepidoptera: Crambidae) from Australia and southeastern Asia feeding on Lygodium microphyllum (Schizaeaceae). Annals of the Entomological Society of America. 97(1): 64-76;2004;REF943
Solis, M. et al. (2010). First Report of Ecpyrrhorrhoe puralis (South)(Pyraloidea: Crambidae: Pyraustinae) in North America: A Naturalized Exotic Pyraustine from Asia Feeding on Paulownia (Siebold and Zucc). The Journal of the Lepidopterists Society. 64(1): 33-35;2010;REF944
Solis, M., Metz, M. (2016). An illustrated guide to the identification of the known species of Diatraea Guilding (Lepidoptera, Crambidae, Crambinae) based on genitalia. ZooKeys. 565: 73-121;2016;REF945
Sosa-Gomez, D. et al. (2016). Timeline and geographical distribution of Helicoverpa armigera (Hubner) (Lepidoptera, Noctuidae: Heliothinae) in Brazil. Revista Brasileira de Entomologia. 60: 101-104;2016;REF946
Sourakov, A. et al. (2015). On the taxonomy of the erythrina moths Agathodes and Terastia (Crambidae: Spilomelinae): Two different patterns of haplotype divergence and a new species of Terastia. Tropical Lepidoptera Research. 25(2): 80-97;2015;REF947
Specht, A. et al. (2014). First report of Elaphria agrotina and Elaphria deltoides (Lepidoptera: Noctuidae: Elaphriini) feeding on maize. Journal of Economic Entomology, 107(4), 1458-1461;2014;REF948
Speidel, W. (1984). Revision der Acentropinae des palaearktischen Faunengebietes (Lepidoptera: Crambidae). Neue Entomologische Nachrichten. 12: 1-157;1984;REF949
Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192;2006;REF950
Spill, F. (2016). Eratophyes amasiella (Herrich-Schaffer, 1854), une espece doecophoride nouvelle pour la France (Lep. Oecophoridae). oreina. 35: 12-13;2016;REF951
Sporleder, M. et al. (2016). Andean potato tuber moth, Symmetrischema tangolias (Gyen 1913). In: Kroschel, J. et al. (2016). Pest distribution and risk atlas for Africa. Potential global and regional distribution and abundance of agricultural and horticultural pests and associated biocontrol agents under current and future climates. International Potato Center (CIP), Lima, Peru;2016;REF952
Sridhar, V. et al. (2014). New record of the invasive South American tomato leaf miner, Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in India. Pest Management in Horticultural Ecosystems. 20(2): 148-154;2014;REF953
Stanley, J. et al. (1999). Post release monitoring of Xubida infusella (Lep.: Pyralidae): an example of using pheromones for the early detection of establishing populations of biological control agents. Proceedings of the 10th International Symposium on Biological Control of Weeds. 753-759;1999;REF954
Steeman, C., Sierens, T. (2025). Interessante waarnemingen van Lepidoptera in Belgie in 2024. Phegea, 53(4).;2025;REF955
Sterling, M. et al. (2023). Tachystola mulliganae sp. nov.(Lep.: Oecophoridae), a Western Australian species adventive in West London. Entomologists Record Journal of Variation, 135;2023;REF956
Sterling, M. et al. (2024). The genome sequence of the Golden-brown Fern moth, Musotima nitidalis (Walker,[1866]). Wellcome Open Research, 9: 132;2024;REF957
Stojanovic, D. et al. (2017). Expansion of the range of the introduced moth Acontia candefacta in southeastern Europe. Bulletin of Insectology. 70(1): 111-120;2017;REF958
Stonis, J., Rociene, A. (2013) Nepticulidae (Lepidoptera) of East Asia (1). Re-examination of the male genitalia of types deposited at the Russian Academy of Sciences. Zootaxa. 3652 (1): 1-59;2013;REF959
Stringer, L. et al. (2008). Floral attractants for the female soybean looper, Thysanoplusia orichalcea (Lepidoptera: Noctuidae). Pest Management Science. 64(12): 1218-1221;2008;REF960
Strumpel, H. (1968). Tinea columbariella Wck. als Schadling an importierten Entenfedern. Anzeiger fur Schadlingskunde. 41: 84-88;1968;REF961
Stubner, A. (2007). Taxonomische Revision der Coleophora frischella-Artengruppe (Coleophoridae). Nota lepidopterologica. 30(1): 121-172;2007;REF962
Subchev, M. et al. (2013). Seasonal flight of the potato tuber moth, Phthorimaea operculella (Zeller)(Lepidoptera: Gelechiidae) in three regions in Bulgaria established by pheromone traps. Acta Phytopathologica et Entomologica Hungarica. 48(1): 75-86;2013;REF963
Suckling, D., Brockerhoff, E. (2010). Invasion Biology, Ecology, and Management of the Light Brown Apple Moth (Tortricidae). Annual Review of Entomology. 55: 285-306;2010;REF964
Sugiura, S. (2011). Structure and dynamics of the parasitoid community shared by two herbivore species on different host plants. Arthropod-Plant Interactions. 5: 29-38;2011;REF965
Sulifoa, J., Ebenebe, A. (2007). Evaluation of pheromone trapping of diamondback moth (Plutella xylostella) as a tool for monitoring larval infestations in cabbage crops in Samoa. The South Pacific Journal of Natural and Applied Sciences. 25(1): 43-46;2007;REF966
Sun, X. et al. (2021). Case study on the first immigration of fall armyworm, Spodoptera frugiperda invading into China. Journal of Integrative Agriculture. 20(3): 664-672;2021;REF967
Sun, Y. et al. (2026). Identification of the CTL Gene Family in Lymantria dispar and Its Impact on Antifungal Capabilities.;2026;REF968
Sun, Y., Li, H. (2013). Cochylis Treitschke in China: one new species and five new records (Lepidoptera, Tortricidae, Cochylini). ZooKeys. 258: 85-96;2013;REF969
Sunitha, T., Balagangatharan, P. (2022). Butterfly species diversity and abundance in Ramanathi Dam, Kadayam, Tenkasi Dist, Tamilnadu. Sciencia Acta Xaveriana - An International Science Journal. 13(1): 65-82;2022;REF970
Swezey, O. (1946). Lepidoptera, Geometridae, Arctiidae, Agrotidae, and Pyralidae of Guam. Bishop Museum Bulletin. 189: 163-185;1946;REF971
Tabell, J. et al. (2023). New and little known Coleophora Hubner, 1822 species from Morocco. Part I.(Lepidoptera, Coleophoridae). Zootaxa. 5374(2): 151-195;2023;REF972
Takacs, A. et al. (2020). Nearctic walnut leafminers invade Europe: first Coptodisca lucifluella (Clemens, 1860) and now Coptodisca juglandiella (Chambers, 1874)(Lepidoptera, Heliozelidae). Nota Lepidopterologica. 43: 77-93;2020;REF973
Takacs, A. et al. (2022). Bionomics and host plants of the invasive Cydia interscindana (Moschler, 1866) (Lepidoptera, Tortricidae), an emerging pest in the Carpathian Lowlands. Nota Lepidopterologica. 45: 53-64;2022;REF974
Tanaka, S. et al. (2007). Sequential Rapid Adaptation of Indigenous Parasitoid Wasps to the Invasive Butterfly Pieris brassicae. Evolution. 61(8): 1791-1802;2007;REF975
Tang, Y. et al. (2025). Control Effect of Biopesticides on Cycas szechuanensis. Journal of Anhui Agricultural Sciences. 53(15): 106;2025;REF976
Tanigoshi, L., Stary, P. (2003). Distribution, habitats and host plants of the cherry bark tortrix, Enarmonia formosana (Scopoli) in the Czech Republic (Lepidoptera, Tortricidae). Journal of Pest Science. 76: 41-43;2003;REF977
Tanigoshi, L., Stary, P. (2003). Hymenopterous parasitoids of the cherry bark tortrix, Enarmonia formosana (Scopoli) in central_east Europe (Hymenoptera, Ichneumonoidea, Lepidoptera, Tortricidae). Anzeiger fur Schadlingskunde. 76(4): 100-102;2003;REF978
Tashiro, H. (1976). Biology of the grass webworm, Herpetogramma licarsisalis (Lepidoptera: Pyraustidae) in Hawaii. Annals of the Entomological Society of America. 69(5): 797-803;1976;REF979
Tavares, J. (1992). A importancia economica da lagarta-das-pastagens Mythimna unipuncta (Haworth)(Lep., Noctuidae). Acoreana, 7(3): 407-414;1992;REF980
Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017;REF981
Tay, W. et al. (2022). Global population genomic signature of Spodoptera frugiperda (fall armyworm) supports complex introduction events across the Old World. Communications Biology. 5: 297;2022;REF982
Tay, W. et al. (2023). Spodoptera frugiperda: ecology, evolution, and management options of an invasive species. Annual Review of Entomology. 68(1): 299-317;2023;REF983
Taylor, D., Dhileepan, K. (2022). Application to release Stomphastis thraustica, an agent for the biological control of Jatropha gossypiifolia in Australia. Biosecurity Queensland, Department of Agriculture and Fisheries Australia;2022;REF984
ten Holt, H., Kuchlein, J. (2006). Additional data on the distribution and early stages of Chrysoesthia verrucosa (Lepidoptera: Gelechiidae). Phegea. 34(1): 13-16;2006;REF985
Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species. 2011: e.T160251A5358607;2011;REF986
Tennent, W. (2011). Hipparchia statilinus. The IUCN Red List of Threatened Species. 2011: e.T160360A5364211;2011;REF987
Thoming, G., Norli, H. (2015). Olfactory cues from different plant species in host selection by female pea moths. Journal of Agricultural and Food Chemistry. 63(8): 2127-2136;2015;REF988
Timbilla, J., Braimh, H. (2000). Establishment, Spread and Impact of Pareuchaetes pseudoinsulata (Lepidoptera: Arctiidae) an Exotic Predator of the Siam Weed, Chromolaena Odorata (Asteraceae: Eupatoriae) in Ghana. Proceedings of the X International Symposium on Biological Control of Weeds. 105-111;2000;REF989
Timus, A. (2015). The Invasive Entomofauna of the Holometabola Group, Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58;2015;REF990
Tobin, P. et al. (2012). The ecology, geopolitics, and economics of managing Lymantria dispar in the United States. International Journal of Pest Management. 58(3): 195-210;2012;REF991
Tobin, P., Blackburn, L. (2008). Long-Distance Dispersal of the Gypsy Moth (Lepidoptera: Lymantriidae) Facilitated Its Initial Invasion of Wisconsin. Environmental Entomology. 37(1): 87-93;2008;REF992
Todd, E. (1966). Notes and descriptions of some neotropical agaristine moths (Lepidoptera: Noctuidae). Proceedings of the United States National Museum. 120(3560): 1-15;1966;REF993
